1.564469486474990845e-01,4.310127518591099771e-01,1.214289367198944092e-01,3.685890808233636129e-01,9.499999999999999981e-04,1.136517599225044250e-01,5.196149460971355438e-03,1.211007535457611084e-01,7.992023974657058716e-02,1.119552478194236755e-01,9.688492500201481561e-02,-8.117141581066487921e-03,8.383240405360574410e-02,3.531180428348415501e-01,2.005229333732095609e-01,9.117400646209716797e-02,8.942667394876480103e-03,9.290853142738342285e-02,7.114474475383758545e-02,9.265800565481185913e-02,1.228915454241115146e-01,-5.866964666050757810e-02,1.190228337505276623e-01,2.602083392915101046e-01,1.133980723810977947e-01,3.472113636671610992e-01,3.202225926613363333e-02,5.000339478267301629e-01,2.804418135895984099e-01,3.070536056939409536e-02,4.621315753466189724e-01
1.136002242565155029e-01,5.885712488167103018e-01,8.981491625308990479e-02,5.420857915299892582e-01,1.000000000000000021e-03,1.097890362143516541e-01,1.092916238121688366e-03,8.853457123041152954e-02,7.148168981075286865e-02,9.795872867107391357e-02,2.462968547162074362e-01,-4.650321244161659262e-02,4.699356584059429798e-01,4.973470827622574753e-01,4.845465832739904166e-01,8.949346840381622314e-02,4.692347720265388489e-03,7.164403051137924194e-02,6.471810489892959595e-02,8.225099742412567139e-02,2.001286381122988900e-01,-1.127861607792026155e-01,3.750346407991564379e-01,4.049159987099767433e-01,3.734943830494543704e-01,5.544584224740969347e-01,1.562939964602052811e-01,5.504333438256733269e-01,4.868089469806574088e-01,1.035328041561880130e-01,5.009419715597926981e-01
1.084324568510055542e-01,6.159762032070367210e-01,8.644942194223403931e-02,5.698634617093643051e-01,1.000000000000000021e-03,9.369476139545440674e-02,1.745363231748342514e-03,7.858058810234069824e-02,6.858576089143753052e-02,8.052426576614379883e-02,6.198044277999452678e-01,-6.889760192297085528e-02,5.944807120287639579e-01,6.561119564204647148e-01,6.589086621365768393e-01,7.697079330682754517e-02,5.265963263809680939e-03,6.452479213476181030e-02,6.059872359037399292e-02,6.889316439628601074e-02,5.679020402918434351e-01,-1.306554098599591041e-01,5.002547627876472447e-01,5.866756492366723696e-01,5.870682417092761840e-01,5.941596975969145600e-01,1.769713309160124148e-01,5.791109496056857653e-01,5.246438020096513277e-01,1.035760998178813924e-01,5.248093537412008569e-01
9.979517757892608643e-02,6.520254344782373535e-01,8.105154335498809814e-02,6.023490879966082456e-01,1.000000000000000021e-03,5.503349006175994873e-02,3.002023091539740562e-03,5.397424846887588501e-02,5.212880298495292664e-02,5.290553346276283264e-02,7.443514956310389730e-01,-5.511091021003677870e-02,7.154450273127473947e-01,7.070792139957002842e-01,7.431969954022338287e-01,5.130055546760559082e-02,6.272408179938793182e-03,4.791014268994331360e-02,5.173680186271667480e-02,5.124101042747497559e-02,6.790795066949378844e-01,-5.115900456756924952e-02,6.346790272386569898e-01,6.397418242454016024e-01,6.804395651351176078e-01,6.273404605041723592e-01,2.157919782009107834e-01,6.056527983488390054e-01,5.543101058826417349e-01,1.273053456410262740e-01,5.424157485234670784e-01
9.374955296516418457e-02,6.762724987439786561e-01,7.749938964843750000e-02,6.239760964032392554e-01,1.000000000000000021e-03,5.258091166615486145e-02,3.723651636391878128e-03,4.578560218214988708e-02,4.484010487794876099e-02,5.027724429965019226e-02,7.592534054131115928e-01,1.580435795072285959e-02,7.382699110229026251e-01,7.242887824416571751e-01,7.491421812363810995e-01,5.299392715096473694e-02,6.072427146136760712e-03,4.371719807386398315e-02,4.517691209912300110e-02,4.901728406548500061e-02,6.836681681725579329e-01,5.725444291382885548e-02,6.586821863874789962e-01,6.537961576281391407e-01,6.869868237312091175e-01,6.436203603320334032e-01,2.018842511673416829e-01,6.625487390743913796e-01,5.674476325969926016e-01,1.140952762200990872e-01,5.889782550559663488e-01
9.656919538974761963e-02,6.852617166000583016e-01,8.064159750938415527e-02,6.302449217915985225e-01,1.000000000000000021e-03,4.897844418883323669e-02,2.902236999943852425e-03,4.636183381080627441e-02,4.246722534298896790e-02,4.885397478938102722e-02,7.663253821319347958e-01,7.378898249155598334e-04,7.467487751265940998e-01,7.338451250036337470e-01,7.561538130003027103e-01,4.896401613950729370e-02,5.550429690629243851e-03,4.351462423801422119e-02,4.312857985496520996e-02,4.787504300475120544e-02,6.895177092122444229e-01,4.357593001240086389e-02,6.670738635942869976e-01,6.622301575835323195e-01,6.924648358699936335e-01,6.437545277029695923e-01,1.919364857745556319e-01,6.764016116329865103e-01,5.640214900093465378e-01,1.101790409911100194e-01,5.981401719322001487e-01
9.590911120176315308e-02,6.932802482244160291e-01,8.242284506559371948e-02,6.354511501757341696e-01,1.000000000000000021e-03,4.730696976184844971e-02,2.349627437070012093e-03,4.239426180720329285e-02,4.199016466736793518e-02,4.567122831940650940e-02,7.736670321686192064e-01,7.386311941075081322e-02,7.501998788239380156e-01,7.333207941799831930e-01,7.769534026623152734e-01,4.949626699090003967e-02,4.856131039559841156e-03,4.319831728935241699e-02,4.546608403325080872e-02,4.785938933491706848e-02,6.933331055965838985e-01,1.358709205926876273e-01,6.666062907833235629e-01,6.595873663246764051e-01,7.050243368844943959e-01,6.522615116892503950e-01,2.598546395011361310e-01,6.823757353827475391e-01,5.705294536289773344e-01,1.763397632230474521e-01,6.002501228284585766e-01
8.918527513742446899e-02,7.010694181869943087e-01,7.465577870607376099e-02,6.437869250769965301e-01,1.000000000000000021e-03,4.532102495431900024e-02,2.388254739344120026e-03,4.165483638644218445e-02,4.056977480649948120e-02,4.538578540086746216e-02,7.779193692679614580e-01,7.486910814753583443e-02,7.534764309787291836e-01,7.377574894069492961e-01,7.798948147706652456e-01,4.756700992584228516e-02,4.775288514792919159e-03,4.276132583618164062e-02,4.368108510971069336e-02,4.764890298247337341e-02,6.962037349526873919e-01,1.180305369098962193e-01,6.688349018006251034e-01,6.619110958463889638e-01,7.075875664411146460e-01,6.570265776206080099e-01,2.370526997727044061e-01,6.878962946064309802e-01,5.738037702887558433e-01,1.527622455892083952e-01,6.026048437528058743e-01
8.864559978246688843e-02,7.072961913899641351e-01,7.553865015506744385e-02,6.500101705083930481e-01,1.000000000000000021e-03,4.435732215642929077e-02,2.367075765505433083e-03,4.072371125221252441e-02,3.960496187210083008e-02,4.254060238599777222e-02,7.842374958541125096e-01,8.128955148554606325e-02,7.616535311465800762e-01,7.494543209162599640e-01,7.874540497987324583e-01,4.630540683865547180e-02,4.529323428869247437e-03,4.155220463871955872e-02,4.182038456201553345e-02,4.370377585291862488e-02,7.062135801281198555e-01,1.221097274213876066e-01,6.780734282237487198e-01,6.748354775551184126e-01,7.193272560443246810e-01,6.494295275706806203e-01,2.548283871847575321e-01,6.777769717797390570e-01,5.678006205179005894e-01,1.674121800819663997e-01,5.926398630508027399e-01
8.641282469034194946e-02,7.131676337245134167e-01,7.382813841104507446e-02,6.537770370309347046e-01,1.000000000000000021e-03,4.894874244928359985e-02,2.492604078724980354e-03,4.744950681924819946e-02,4.741228371858596802e-02,4.953458160161972046e-02,7.873565408589590087e-01,1.821983305173824688e-02,7.660359906963327692e-01,7.575543728957995215e-01,7.872792869902881518e-01,5.190039798617362976e-02,5.269307177513837814e-03,4.594741016626358032e-02,4.827867820858955383e-02,5.099806934595108032e-02,7.023854195937643263e-01,3.331006082971828264e-02,6.791375502966625621e-01,6.788344560635368730e-01,7.149889436693853684e-01,6.626359357272477713e-01,2.232253304636626634e-01,6.882957143673741340e-01,5.754604222312654782e-01,1.355823990753625974e-01,5.966657639288991399e-01
8.391481637954711914e-02,7.174821429672220141e-01,7.189434021711349487e-02,6.573088778601449134e-01,1.000000000000000021e-03,4.256786778569221497e-02,1.436106045730412006e-03,3.953705728054046631e-02,3.865461423993110657e-02,4.122907295823097229e-02,7.938154437273514663e-01,6.411634828469825464e-02,7.689773891786301219e-01,7.564932114116239559e-01,7.982565141546824616e-01,4.606781527400016785e-02,4.436419811099767685e-03,4.028945788741111755e-02,4.139927029609680176e-02,4.399500787258148193e-02,7.071868416300595150e-01,5.701617614938513795e-02,6.792099912479205859e-01,6.759998702752858524e-01,7.216251174782495337e-01,6.693365820859886739e-01,2.357972328690125241e-01,6.924129947338528712e-01,5.807657320734501694e-01,1.424155209714643711e-01,5.970034016860474857e-01
8.406758308410644531e-02,7.186826886199177977e-01,7.310312986373901367e-02,6.564960446309661135e-01,1.000000000000000021e-03,4.688759520649909973e-02,1.355366548523306847e-03,4.799348860979080200e-02,4.135794937610626221e-02,4.544276744127273560e-02,7.970100249906478806e-01,1.210226330412331741e-01,7.696846999054581806e-01,7.543933148178070258e-01,8.045775835888925309e-01,5.156580731272697449e-02,4.184659570455551147e-03,5.272270739078521729e-02,4.646948724985122681e-02,5.029037222266197205e-02,7.097060337164692312e-01,1.022817263882337818e-01,6.808599399286785481e-01,6.725836683883243960e-01,7.260908993882223550e-01,6.635038132791475363e-01,2.765861481772621255e-01,6.894426213622961708e-01,5.751072842352763503e-01,1.872670572422030499e-01,5.952938292636610340e-01
8.333250135183334351e-02,7.205672969945796646e-01,7.201345264911651611e-02,6.565586651675838770e-01,1.000000000000000021e-03,4.263058677315711975e-02,1.543036079965531826e-03,4.003087803721427917e-02,4.259397834539413452e-02,4.092969000339508057e-02,7.962626075903784795e-01,6.941254299506084691e-02,7.713388808573821143e-01,7.612549009585588555e-01,8.029030477897109996e-01,4.715975746512413025e-02,4.735476337373256683e-03,4.242862761020660400e-02,4.779485240578651428e-02,4.478853940963745117e-02,7.025199290893712201e-01,4.538310047600691705e-02,6.803511645030848598e-01,6.777209765334921698e-01,7.230505863142439038e-01,6.713620367726805815e-01,2.619565630837096815e-01,6.918741313617867705e-01,5.787334954067814285e-01,1.733862376125532290e-01,5.925124720778366383e-01
