# epoch,phone_train_mse,phone_train_pcc,phone_test_mse,phone_test_pcc,learning rate,utt_train_mse_accuracy,utt_train_mse_completeness,utt_train_mse_fluency,utt_train_mse_prosodic,utt_train_mse_total,utt_train_pcc_accuracy,utt_train_pcc_completeness,utt_train_pcc_fluency,utt_train_pcc_prosodic,utt_train_pcc_total,utt_test_mse_accuracy,utt_test_mse_completeness,utt_test_mse_fluency,utt_test_mse_prosodic,utt_test_mse_total,utt_test_pcc_accuracy,utt_test_pcc_completeness,utt_test_pcc_fluency,utt_test_pcc_prosodic,utt_test_pcc_total,word_train_pcc_accuracy,word_train_pcc_stress,word_train_pcc_total,word_test_pcc_accuracy,word_test_pcc_stress,word_test_pcc_total
3.400000000000000000e+01,7.498995959758758545e-02,7.549183565482077141e-01,6.809934973716735840e-02,6.820243906213044882e-01,1.250000000000000026e-04,3.545154631137847900e-02,7.648130413144826889e-04,3.621976822614669800e-02,3.463139757513999939e-02,3.357128798961639404e-02,8.339351010660078778e-01,3.504180762944757860e-02,7.908952288587631774e-01,7.853125448035712663e-01,8.364191607162113629e-01,4.522460699081420898e-02,2.601451706141233444e-03,3.984620422124862671e-02,3.968900442123413086e-02,4.258634522557258606e-02,7.262959879577928213e-01,-4.038556833043212280e-02,6.864372817662598436e-01,6.911623734403594677e-01,7.303973235870946379e-01,6.992156184750488723e-01,2.540518805961530235e-01,7.131682670586028117e-01,5.936089687262789960e-01,1.456931821408800620e-01,6.066493327085309417e-01
3.500000000000000000e+01,7.484756410121917725e-02,7.555311694127483380e-01,6.831351667642593384e-02,6.810799424393922941e-01,1.250000000000000026e-04,3.520830720663070679e-02,7.753944373689591885e-04,3.681376203894615173e-02,3.462669625878334045e-02,3.381578996777534485e-02,8.343456901259472813e-01,2.936554017650717593e-02,7.914179812195053509e-01,7.859989188441559582e-01,8.363799042046561327e-01,4.402182251214981079e-02,2.612240612506866455e-03,4.103356227278709412e-02,4.001929983496665955e-02,4.267532378435134888e-02,7.277377246097841423e-01,-4.515004023366998853e-02,6.863017347458845174e-01,6.905457887773921444e-01,7.307192337299930340e-01,6.996940925569770098e-01,2.547671265264340179e-01,7.131081962238837724e-01,5.937015074318360286e-01,1.480197584374784714e-01,6.054189905145904715e-01
3.600000000000000000e+01,7.477243989706039429e-02,7.559997773592261883e-01,6.849052011966705322e-02,6.810687617727604337e-01,6.250000000000000130e-05,3.565229475498199463e-02,7.535037584602832794e-04,3.660969808697700500e-02,3.498233854770660400e-02,3.382258117198944092e-02,8.345219399269682148e-01,2.311170700251304402e-02,7.917851465474010642e-01,7.863494939694181118e-01,8.367494022869842452e-01,4.515634849667549133e-02,2.574215875938534737e-03,4.103479161858558655e-02,4.055728018283843994e-02,4.330423101782798767e-02,7.272432636090856439e-01,-5.085328726876338357e-02,6.860930137087554170e-01,6.903704125868850294e-01,7.307938538590756927e-01,7.012114179517398016e-01,2.570904967303383470e-01,7.143237520048323352e-01,5.946447842807863760e-01,1.481951578840362826e-01,6.065917092719865789e-01
3.700000000000000000e+01,7.477843761444091797e-02,7.559980431603799955e-01,6.797202676534652710e-02,6.814029645305980099e-01,6.250000000000000130e-05,3.597664833068847656e-02,7.730221259407699108e-04,3.751941025257110596e-02,3.541490063071250916e-02,3.403057530522346497e-02,8.323329901316898205e-01,4.871665967679939500e-03,7.909136820196780437e-01,7.855557556835350841e-01,8.359567185932025302e-01,4.472567886114120483e-02,2.581688808277249336e-03,4.008474946022033691e-02,4.012895748019218445e-02,4.241952672600746155e-02,7.247083796232157704e-01,-5.906980578878284066e-02,6.879832787395818716e-01,6.916513761478733091e-01,7.301785186605963540e-01,7.003203171913451319e-01,2.549997163847499415e-01,7.138179475447786748e-01,5.946599801246115202e-01,1.453172063167915973e-01,6.066046711821324600e-01
3.800000000000000000e+01,7.449993491172790527e-02,7.568895118797418498e-01,6.821222603321075439e-02,6.807829939466177871e-01,6.250000000000000130e-05,3.459876030683517456e-02,7.413684506900608540e-04,3.581731021404266357e-02,3.435225784778594971e-02,3.310735523700714111e-02,8.359545176493881069e-01,2.011490590487153424e-02,7.935604282696081535e-01,7.879435378010550828e-01,8.384578934088399160e-01,4.394644498825073242e-02,2.564186463132500648e-03,3.950128704309463501e-02,3.956896066665649414e-02,4.226946830749511719e-02,7.274609550372805877e-01,-4.782695852884652488e-02,6.888065683908614067e-01,6.925803424918076656e-01,7.312491923608109845e-01,7.007313817637876863e-01,2.561991359134943580e-01,7.141000741293328513e-01,5.937917847063144405e-01,1.442265871405710165e-01,6.059745023988950541e-01
3.900000000000000000e+01,7.443507760763168335e-02,7.570949686808841061e-01,6.861085444688796997e-02,6.793651664392660328e-01,6.250000000000000130e-05,3.486406803131103516e-02,8.001226233318448067e-04,3.581453859806060791e-02,3.444677591323852539e-02,3.320911526679992676e-02,8.361825961657430861e-01,2.112130955209749056e-02,7.939328673083946297e-01,7.880806738759963403e-01,8.383328764182986781e-01,4.488033056259155273e-02,2.635865472257137299e-03,3.943930938839912415e-02,3.967454284429550171e-02,4.266371950507164001e-02,7.264430059215339908e-01,-4.338557872680026684e-02,6.890219441854512628e-01,6.931305811790087201e-01,7.305001946579819938e-01,7.017801304658211059e-01,2.546099828993788061e-01,7.151259666052327546e-01,5.941751872405981461e-01,1.463876325156626412e-01,6.060022623351490889e-01
4.000000000000000000e+01,7.434711605310440063e-02,7.574428611235345388e-01,6.862748414278030396e-02,6.799987719885846049e-01,6.250000000000000130e-05,3.457413241267204285e-02,7.476435857824981213e-04,3.569306805729866028e-02,3.414581716060638428e-02,3.298290073871612549e-02,8.364218741051654415e-01,1.149250094384345403e-02,7.944590977200600701e-01,7.888860276741906929e-01,8.390607194895080001e-01,4.386468231678009033e-02,2.572875469923019409e-03,3.928191587328910828e-02,3.933158516883850098e-02,4.210427775979042053e-02,7.270499037133423270e-01,-5.458897114287202673e-02,6.899524241076917530e-01,6.935498889810174372e-01,7.315330941035851353e-01,7.012798476743665743e-01,2.600013311279422146e-01,7.140857220062100108e-01,5.933941741186017360e-01,1.519667097318583016e-01,6.048897094346087355e-01
4.100000000000000000e+01,7.440149039030075073e-02,7.575516576302169236e-01,6.923840194940567017e-02,6.784849142928738308e-01,3.125000000000000065e-05,3.446197509765625000e-02,7.663202122785151005e-04,3.565137833356857300e-02,3.416739776730537415e-02,3.294219821691513062e-02,8.368292485046152640e-01,1.472976067029474825e-02,7.946605539083151371e-01,7.888547702642647597e-01,8.391943025104315890e-01,4.468682408332824707e-02,2.597288694232702255e-03,3.962908312678337097e-02,3.959637880325317383e-02,4.271556809544563293e-02,7.263096973776200782e-01,-4.746037349571027852e-02,6.893951281046081236e-01,6.933900263409521481e-01,7.306075745406396260e-01,7.032645356502014167e-01,2.624996128106861226e-01,7.163564660528008998e-01,5.944926434719183250e-01,1.513118290430979784e-01,6.062728457337800414e-01
4.200000000000000000e+01,7.430901378393173218e-02,7.577638378860515056e-01,6.910416483879089355e-02,6.785205353898926539e-01,3.125000000000000065e-05,3.467205166816711426e-02,7.775378180667757988e-04,3.584135323762893677e-02,3.432487323880195618e-02,3.295953944325447083e-02,8.368372366172488475e-01,1.205901842081843339e-02,7.947348659697650586e-01,7.890438157181718370e-01,8.395261357520339418e-01,4.489482939243316650e-02,2.608298789709806442e-03,3.949033468961715698e-02,3.959908708930015564e-02,4.264973104000091553e-02,7.259757044578744045e-01,-4.794042793209014192e-02,6.897482224434311471e-01,6.937212667571855951e-01,7.306680322647727266e-01,7.028546319655371022e-01,2.617405203747760201e-01,7.157467885050892153e-01,5.942122467997464907e-01,1.509611491863382116e-01,6.058698033566402019e-01
4.300000000000000000e+01,7.418119162321090698e-02,7.579858923799084325e-01,6.839886307716369629e-02,6.803351726334448957e-01,3.125000000000000065e-05,3.434675931930541992e-02,7.470920681953430176e-04,3.556127846240997314e-02,3.400955721735954285e-02,3.282313421368598938e-02,8.371995513170151781e-01,1.663786977986973087e-02,7.951934948269181458e-01,7.895663765028553271e-01,8.398098063739350971e-01,4.401588439941406250e-02,2.566691488027572632e-03,3.940791636705398560e-02,3.933221846818923950e-02,4.226984828710556030e-02,7.271082756646127798e-01,-4.822839579589708464e-02,6.903509276247491444e-01,6.940711584984191607e-01,7.314527160782829940e-01,7.024909950952371585e-01,2.579014928693528219e-01,7.157134161447246123e-01,5.943439247339572518e-01,1.516247781665128747e-01,6.063171555874107277e-01
4.400000000000000000e+01,7.418625056743621826e-02,7.581021843865967114e-01,6.852450221776962280e-02,6.793772169948575357e-01,3.125000000000000065e-05,3.462358564138412476e-02,7.499434868805110455e-04,3.598587214946746826e-02,3.457056730985641479e-02,3.308746218681335449e-02,8.370422341605376904e-01,1.155369710196575000e-02,7.950913537338867298e-01,7.894034812763924824e-01,8.398902418582332441e-01,4.471623152494430542e-02,2.567462390288710594e-03,3.948023170232772827e-02,3.980001062154769897e-02,4.270895197987556458e-02,7.259898720145070428e-01,-4.731487430671713068e-02,6.904414596360801681e-01,6.944664024380470257e-01,7.307847567297816038e-01,7.035364449987169255e-01,2.582003430744996830e-01,7.168540709767707853e-01,5.951399727149898622e-01,1.496755525863429637e-01,6.069845663826323179e-01
4.500000000000000000e+01,7.413934916257858276e-02,7.582804032186416521e-01,6.877516955137252808e-02,6.795612896552137849e-01,3.125000000000000065e-05,3.461581468582153320e-02,7.531619630753993988e-04,3.566592931747436523e-02,3.427287191152572632e-02,3.308887407183647156e-02,8.375643822468173960e-01,1.502839796679925587e-02,7.955654988170128838e-01,7.899089363104637718e-01,8.398928882742636715e-01,4.460115730762481689e-02,2.576312748715281487e-03,3.999211266636848450e-02,3.985023126006126404e-02,4.295090585947036743e-02,7.267567394738452258e-01,-4.897100182260866880e-02,6.901136446287963189e-01,6.938787031021090845e-01,7.306941382435542254e-01,7.041086607069300118e-01,2.617512542113659135e-01,7.171158960326704523e-01,5.951616791615680357e-01,1.514636784875776354e-01,6.069207473413738008e-01
4.600000000000000000e+01,7.408825308084487915e-02,7.583945534495838414e-01,6.896390765905380249e-02,6.786180356748863218e-01,1.562500000000000033e-05,3.428593650460243225e-02,7.589944289065897465e-04,3.548295795917510986e-02,3.395405784249305725e-02,3.276897221803665161e-02,8.377680454103643148e-01,1.404097218041876725e-02,7.957257017539091093e-01,7.900203130118732542e-01,8.401807005205423895e-01,4.467587918043136597e-02,2.582842018455266953e-03,3.953684866428375244e-02,3.942922502756118774e-02,4.273797944188117981e-02,7.262132042915288022e-01,-4.582394073022962727e-02,6.902098862135923607e-01,6.941640402535870225e-01,7.306237054263566844e-01,7.041491891716886720e-01,2.604258991708680582e-01,7.171509149825806562e-01,5.947936267888189743e-01,1.522200838175534754e-01,6.068997165093223956e-01
4.700000000000000000e+01,7.421600818634033203e-02,7.583387392332110455e-01,6.816717982292175293e-02,6.804780991051360139e-01,1.562500000000000033e-05,3.436184674501419067e-02,7.662131101824343204e-04,3.548881784081459045e-02,3.394832089543342590e-02,3.276391699910163879e-02,8.373924120875773092e-01,1.289733875115620793e-02,7.958724668775848388e-01,7.902894072191323227e-01,8.404184769543477929e-01,4.371513053774833679e-02,2.573402365669608116e-03,3.909033164381980896e-02,3.914558887481689453e-02,4.202174022793769836e-02,7.272158605490405270e-01,-4.876086555936329919e-02,6.912754213557444904e-01,6.948309512712438352e-01,7.318124544555432154e-01,7.027560850052656516e-01,2.564499164725859703e-01,7.158657775626652287e-01,5.946361680923303306e-01,1.479155115268153686e-01,6.064810078913024372e-01
4.800000000000000000e+01,7.407505065202713013e-02,7.585438698230764221e-01,6.840077787637710571e-02,6.798902740940986344e-01,1.562500000000000033e-05,3.423720598220825195e-02,7.482892251573503017e-04,3.543978929519653320e-02,3.390242531895637512e-02,3.267351537942886353e-02,8.377985640077519891e-01,1.282333372525013872e-02,7.960874502335835157e-01,7.904141004381909363e-01,8.406374842829593685e-01,4.397694766521453857e-02,2.561688655987381935e-03,3.919210284948348999e-02,3.919913247227668762e-02,4.221423715353012085e-02,7.269403188802758820e-01,-4.780144837274016845e-02,6.911497681801958004e-01,6.948404588188605846e-01,7.315095020309048124e-01,7.036961358817362955e-01,2.603523967911554049e-01,7.167971005799042006e-01,5.950311085467989702e-01,1.492545522698743021e-01,6.067436700662767191e-01
4.900000000000000000e+01,7.402119040489196777e-02,7.586608129334833084e-01,6.847912818193435669e-02,6.793839443677602841e-01,1.562500000000000033e-05,3.422313183546066284e-02,7.508015842176973820e-04,3.541228175163269043e-02,3.387978672981262207e-02,3.267898410558700562e-02,8.379332556308750624e-01,1.286748391867079469e-02,7.962350929599431026e-01,7.905583798580767541e-01,8.407281518083402627e-01,4.407584294676780701e-02,2.564823022112250328e-03,3.924400731921195984e-02,3.922313824295997620e-02,4.231102392077445984e-02,7.267686735732434844e-01,-4.631084414357296980e-02,6.911637505214487387e-01,6.949401940357751162e-01,7.312300956427824072e-01,7.029199107110845057e-01,2.591818093450379279e-01,7.160876851654599529e-01,5.940760089615854111e-01,1.496395582023948290e-01,6.059397959684930113e-01
5.000000000000000000e+01,7.400795817375183105e-02,7.587116717230022456e-01,6.895548850297927856e-02,6.786920309042885346e-01,1.562500000000000033e-05,3.426167368888854980e-02,7.626800797879695892e-04,3.543539345264434814e-02,3.392482176423072815e-02,3.272671625018119812e-02,8.381962952092726349e-01,1.511591147979861501e-02,7.964156128495133435e-01,7.906491915864526376e-01,8.406184650559553884e-01,4.453875124454498291e-02,2.577062230557203293e-03,3.975343331694602966e-02,3.952994942665100098e-02,4.274510219693183899e-02,7.266604499668072314e-01,-4.458223196492587526e-02,6.906738600366506553e-01,6.944411774956404937e-01,7.307461053170095644e-01,7.032833037327306247e-01,2.605598605071994811e-01,7.163729218693219991e-01,5.936436663516281298e-01,1.501951986267247297e-01,6.057595849394554754e-01
5.100000000000000000e+01,7.396031916141510010e-02,7.588204444156778639e-01,6.863014400005340576e-02,6.790936908758734569e-01,7.812500000000000163e-06,3.413692116737365723e-02,7.510994910262525082e-04,3.537426516413688660e-02,3.385353460907936096e-02,3.261200711131095886e-02,8.382644686399454148e-01,1.308188022102995014e-02,7.964997997862565127e-01,7.907767836291867969e-01,8.409385363507724254e-01,4.423216357827186584e-02,2.566142240539193153e-03,3.925731778144836426e-02,3.924307599663734436e-02,4.241234064102172852e-02,7.267160690526045519e-01,-4.500561702199668002e-02,6.912505132660684559e-01,6.950300693337224667e-01,7.311079921821033167e-01,7.037525918327318664e-01,2.596604972250499688e-01,7.170030845765187344e-01,5.944372911073699806e-01,1.496307145817547535e-01,6.063363932073729812e-01
5.200000000000000000e+01,7.404286414384841919e-02,7.587322214436078571e-01,6.842847913503646851e-02,6.794289342471698800e-01,7.812500000000000163e-06,3.442106768488883972e-02,7.500600186176598072e-04,3.558890894055366516e-02,3.405899927020072937e-02,3.285373002290725708e-02,8.375827911430300254e-01,1.000806396061699674e-02,7.961550093123511695e-01,7.905411195725168261e-01,8.406672059300153155e-01,4.424104094505310059e-02,2.561138942837715149e-03,3.909165412187576294e-02,3.926302120089530945e-02,4.237940907478332520e-02,7.262393604584687079e-01,-4.697304013371660092e-02,6.915818450696950004e-01,6.953416939634070593e-01,7.310285711508972550e-01,7.037515881123266315e-01,2.593490121604420384e-01,7.170242547735886651e-01,5.948501568331295841e-01,1.503051924247907345e-01,6.067603716414761150e-01
5.300000000000000000e+01,7.394411414861679077e-02,7.589082204352457506e-01,6.891412287950515747e-02,6.786409377163145074e-01,7.812500000000000163e-06,3.411656618118286133e-02,7.561200181953608990e-04,3.533639386296272278e-02,3.382020443677902222e-02,3.261049091815948486e-02,8.384182125260135621e-01,1.347450164050565703e-02,7.966651069077318459e-01,7.909210879318203657e-01,8.409726186495405376e-01,4.443641379475593567e-02,2.575495280325412750e-03,3.948803246021270752e-02,3.934725001454353333e-02,4.260197654366493225e-02,7.264624128813462756e-01,-4.492169252730071616e-02,6.910776384480604717e-01,6.948302868730956705e-01,7.308118025852712307e-01,7.038877602500160924e-01,2.604512011323966703e-01,7.168206566109200928e-01,5.942641241097819105e-01,1.506141794605006801e-01,6.062041002516476151e-01
5.400000000000000000e+01,7.392707467079162598e-02,7.589561427058891807e-01,6.861757487058639526e-02,6.792102837938405191e-01,7.812500000000000163e-06,3.410711511969566345e-02,7.539343787357211113e-04,3.532993048429489136e-02,3.381805494427680969e-02,3.258174285292625427e-02,8.384573227163212294e-01,1.343556329392263556e-02,7.967542653059674906e-01,7.910186548015006869e-01,8.410707068156219046e-01,4.419975355267524719e-02,2.566630020737648010e-03,3.935048356652259827e-02,3.927299752831459045e-02,4.242260754108428955e-02,7.268259488663746382e-01,-4.525475624741872455e-02,6.913470938543981870e-01,6.949794773814913507e-01,7.311915011796514818e-01,7.041838097118391371e-01,2.597402842830944802e-01,7.173513378358902237e-01,5.947774759841911729e-01,1.489083802390555045e-01,6.065931379580811189e-01
5.500000000000000000e+01,7.392385601997375488e-02,7.589866494267065722e-01,6.861887127161026001e-02,6.791366481677373335e-01,7.812500000000000163e-06,3.417929634451866150e-02,7.513510645367205143e-04,3.537688776850700378e-02,3.386300802230834961e-02,3.263307362794876099e-02,8.382539848492945866e-01,1.177363201786748963e-02,7.966690461981060789e-01,7.909794793211437636e-01,8.410961166312816983e-01,4.425663873553276062e-02,2.563965739682316780e-03,3.914489969611167908e-02,3.919524699449539185e-02,4.238611459732055664e-02,7.264200590849773098e-01,-4.538954557201460571e-02,6.916777135098469698e-01,6.954306210124974186e-01,7.310347565704723438e-01,7.041871751738829621e-01,2.610172302922479370e-01,7.173945331961992800e-01,5.948793335077831035e-01,1.492579241646584953e-01,6.067118516448684051e-01
5.600000000000000000e+01,7.390104234218597412e-02,7.590313984640348899e-01,6.873713433742523193e-02,6.789014593016503563e-01,3.906250000000000081e-06,3.408815339207649231e-02,7.525857654400169849e-04,3.531508147716522217e-02,3.379574045538902283e-02,3.256935626268386841e-02,8.385602738553435964e-01,1.419878924255059058e-02,7.968618558929280171e-01,7.911164659726452886e-01,8.411485563414425881e-01,4.424140602350234985e-02,2.567189978435635567e-03,3.941359743475914001e-02,3.929130360484123230e-02,4.246769100427627563e-02,7.267360305674893661e-01,-4.383822998998009035e-02,6.914066254545430112e-01,6.951005224119802817e-01,7.310342552792330473e-01,7.037670912174985860e-01,2.603537193210870848e-01,7.168716165333014478e-01,5.943715592054298336e-01,1.486322814555049721e-01,6.061929777851760015e-01
5.700000000000000000e+01,7.389305531978607178e-02,7.590612997115765426e-01,6.877146661281585693e-02,6.788169545823768969e-01,3.906250000000000081e-06,3.407853841781616211e-02,7.528038695454597473e-04,3.529923036694526672e-02,3.378380462527275085e-02,3.255492076277732849e-02,8.385657556338286245e-01,1.366802477605892456e-02,7.968798475883646093e-01,7.911376521073226753e-01,8.411987646728026347e-01,4.431993886828422546e-02,2.568092662841081619e-03,3.936695307493209839e-02,3.927190229296684265e-02,4.249719157814979553e-02,7.265668445524696706e-01,-4.396652513712098059e-02,6.914423144592487525e-01,6.951731729874131016e-01,7.309757167337940231e-01,7.040719718599589561e-01,2.597343800383493662e-01,7.172191893789376937e-01,5.945753702382360339e-01,1.500487974997975205e-01,6.064006290084595907e-01
5.800000000000000000e+01,7.389108836650848389e-02,7.590821079279365113e-01,6.864210218191146851e-02,6.790535655248702840e-01,3.906250000000000081e-06,3.408404439687728882e-02,7.514621247537434101e-04,3.530421108007431030e-02,3.378131240606307983e-02,3.255092725157737732e-02,8.385453615701338181e-01,1.302198021970949783e-02,7.968779529558753794e-01,7.911628855033612240e-01,8.412554337796398496e-01,4.420122504234313965e-02,2.564340597018599510e-03,3.927265107631683350e-02,3.921697288751602173e-02,4.239579290151596069e-02,7.266445648693375947e-01,-4.444717379559801756e-02,6.915679127507405877e-01,6.952856062676244786e-01,7.311312006803187824e-01,7.041105765254725979e-01,2.602746966780722926e-01,7.173710576017287011e-01,5.945782779657607930e-01,1.498606119448649410e-01,6.063927253086925928e-01
5.900000000000000000e+01,7.387978583574295044e-02,7.591135402412501065e-01,6.871863454580307007e-02,6.788357800200096603e-01,3.906250000000000081e-06,3.406979888677597046e-02,7.515028119087219238e-04,3.529560565948486328e-02,3.377822041511535645e-02,3.254646435379981995e-02,8.386096295299003689e-01,1.304831496824474142e-02,7.969441323365829000e-01,7.912017374022887184e-01,8.412534955778548929e-01,4.426696524024009705e-02,2.565922681242227554e-03,3.926065936684608459e-02,3.922512009739875793e-02,4.244169592857360840e-02,7.265929890833195959e-01,-4.397278566651497550e-02,6.915961400629925260e-01,6.952923143918444682e-01,7.310076835430360243e-01,7.042665262807105142e-01,2.604462215678765569e-01,7.173953642941705011e-01,5.945536204270591707e-01,1.496870908961174806e-01,6.065157001891423594e-01
6.000000000000000000e+01,7.388252764940261841e-02,7.591181413440840631e-01,6.889390945434570312e-02,6.785416461834800073e-01,3.906250000000000081e-06,3.406418114900588989e-02,7.539698854088783264e-04,3.528428450226783752e-02,3.377515077590942383e-02,3.255886211991310120e-02,8.386641837447992298e-01,1.371066939550191245e-02,7.970007714188043213e-01,7.912328853261978434e-01,8.412005493833811798e-01,4.438559338450431824e-02,2.569728996604681015e-03,3.944025933742523193e-02,3.931905701756477356e-02,4.257781431078910828e-02,7.265284563617961933e-01,-4.356894337155488989e-02,6.914357353718730836e-01,6.951316652520278527e-01,7.308572341885606338e-01,7.043770461859287790e-01,2.603814410413983205e-01,7.172303772010105716e-01,5.945784658882720120e-01,1.506632505089254559e-01,6.063800969695111176e-01
6.100000000000000000e+01,7.387273758649826050e-02,7.591380952452264630e-01,6.882067769765853882e-02,6.786710856722983909e-01,1.953125000000000041e-06,3.405875340104103088e-02,7.529297145083546638e-04,3.528144583106040955e-02,3.376896679401397705e-02,3.254853561520576477e-02,8.386794705151330298e-01,1.333206258332750999e-02,7.970030067449661582e-01,7.912439314827172110e-01,8.412406684384684530e-01,4.434892535209655762e-02,2.567796269431710243e-03,3.939018025994300842e-02,3.928842395544052124e-02,4.253789409995079041e-02,7.265541872158569614e-01,-4.385312125013055007e-02,6.914712422271485082e-01,6.951633250067422720e-01,7.309300361732891105e-01,7.042788700543863856e-01,2.604222000280885796e-01,7.172652892503423860e-01,5.946291345093557279e-01,1.511494307438147888e-01,6.064235637495380971e-01
6.200000000000000000e+01,7.386703789234161377e-02,7.591583509217716408e-01,6.878287345170974731e-02,6.787449465559287631e-01,1.953125000000000041e-06,3.405569493770599365e-02,7.524365792050957680e-04,3.527704998850822449e-02,3.376202657818794250e-02,3.253472223877906799e-02,8.386829997258694602e-01,1.323213436215379610e-02,7.970294284362868797e-01,7.912813967246938862e-01,8.413086201602461012e-01,4.431223869323730469e-02,2.566335024312138557e-03,3.932631015777587891e-02,3.924960270524024963e-02,4.249086230993270874e-02,7.265629978242438280e-01,-4.379138777737946742e-02,6.916027530375390420e-01,6.952946167842135594e-01,7.309893969480427689e-01,7.043630704936616471e-01,2.603114123187638129e-01,7.174396337619356467e-01,5.946098928677130413e-01,1.498838684539691157e-01,6.064268928933377323e-01
6.300000000000000000e+01,7.386378198862075806e-02,7.591711353239952720e-01,6.875346601009368896e-02,6.787904215946508613e-01,1.953125000000000041e-06,3.405141457915306091e-02,7.523902459070086479e-04,3.527331724762916565e-02,3.375960513949394226e-02,3.253270313143730164e-02,8.387048323130544825e-01,1.333354335869335779e-02,7.970490972970505350e-01,7.913002817484470208e-01,8.413178035352149031e-01,4.431539028882980347e-02,2.566273557022213936e-03,3.934577852487564087e-02,3.925643861293792725e-02,4.249424859881401062e-02,7.265623362079524084e-01,-4.370707366764946950e-02,6.915864421925778105e-01,6.952900768888978789e-01,7.309752325850247257e-01,7.044211380876616024e-01,2.600445247303816987e-01,7.174161332377696487e-01,5.946053601700851399e-01,1.500098054017003912e-01,6.065070649622542609e-01
6.400000000000000000e+01,7.386041432619094849e-02,7.591848632500112215e-01,6.875981390476226807e-02,6.787596670729540982e-01,1.953125000000000041e-06,3.405064716935157776e-02,7.524662069045007229e-04,3.527240082621574402e-02,3.375774249434471130e-02,3.252948820590972900e-02,8.387112924144093373e-01,1.302294578321549351e-02,7.970637531795484731e-01,7.913151050426684430e-01,8.413424836725781342e-01,4.431561380624771118e-02,2.566105918958783150e-03,3.931318223476409912e-02,3.923986852169036865e-02,4.248759895563125610e-02,7.265370332909716344e-01,-4.378852233832863927e-02,6.916308979223491082e-01,6.953446915077854396e-01,7.309704792513268545e-01,7.044864896316974656e-01,2.601325858096909527e-01,7.175426151345333237e-01,5.946136477122325736e-01,1.505357118678995743e-01,6.065701164824351954e-01
6.500000000000000000e+01,7.385829091072082520e-02,7.591944312969626241e-01,6.880135834217071533e-02,6.787159792193073748e-01,1.953125000000000041e-06,3.404869511723518372e-02,7.532918243668973446e-04,3.526591882109642029e-02,3.375583514571189880e-02,3.253171965479850769e-02,8.387420160921840173e-01,1.298212217074656144e-02,7.971112247669244200e-01,7.913514884446388731e-01,8.413375716090973899e-01,4.430822283029556274e-02,2.567231422290205956e-03,3.936327248811721802e-02,3.926543518900871277e-02,4.250613600015640259e-02,7.265853209419393943e-01,-4.399628944763540883e-02,6.916326238235434021e-01,6.952995838482330937e-01,7.309527473860308877e-01,7.043544885007783085e-01,2.605473825090978135e-01,7.175832143403164665e-01,5.947142465433119529e-01,1.499549402933938735e-01,6.065932219370764322e-01
6.600000000000000000e+01,7.385799288749694824e-02,7.591964184643652525e-01,6.882705539464950562e-02,6.786551149416646389e-01,9.765625000000000203e-07,3.404753282666206360e-02,7.532588788308203220e-04,3.526713326573371887e-02,3.375719487667083740e-02,3.253504633903503418e-02,8.387530493745314342e-01,1.311174013166015000e-02,7.971105762935224437e-01,7.913442002334702963e-01,8.413230460173901637e-01,4.434497281908988953e-02,2.567409537732601166e-03,3.939156979322433472e-02,3.928204625844955444e-02,4.254020377993583679e-02,7.265576193583532794e-01,-4.380809786877342543e-02,6.915800110627365882e-01,6.952574019376672743e-01,7.309290682623268420e-01,7.044384394538160121e-01,2.606665392659714420e-01,7.175759867553506144e-01,5.947978401001591253e-01,1.502216606543103072e-01,6.065595204514789840e-01
6.700000000000000000e+01,7.385442405939102173e-02,7.592080469668579523e-01,6.882435083389282227e-02,6.786349966014195711e-01,9.765625000000000203e-07,3.404281660914421082e-02,7.532065501436591148e-04,3.526280447840690613e-02,3.375117853283882141e-02,3.252582997083663940e-02,8.387524613567336473e-01,1.282616417030815227e-02,7.971194015367014662e-01,7.913591222990923324e-01,8.413550828608020726e-01,4.433248937129974365e-02,2.567484276369214058e-03,3.934234008193016052e-02,3.925591334700584412e-02,4.251291230320930481e-02,7.265260538773286036e-01,-4.384654305560120591e-02,6.916419637579375168e-01,6.953273306445076907e-01,7.309309188534424129e-01,7.044188163836182515e-01,2.604800597638107229e-01,7.175823900361681940e-01,5.946912536330332122e-01,1.499466859396421381e-01,6.065021968314662226e-01
6.800000000000000000e+01,7.385125011205673218e-02,7.592174697873141920e-01,6.877984851598739624e-02,6.787187825605319746e-01,9.765625000000000203e-07,3.404281288385391235e-02,7.526169065386056900e-04,3.526303544640541077e-02,3.374974802136421204e-02,3.252119570970535278e-02,8.387488385398240709e-01,1.278771278289349451e-02,7.971210570854051491e-01,7.913681395971320365e-01,8.413804909853730418e-01,4.430652409791946411e-02,2.566334325820207596e-03,3.931334242224693298e-02,3.923827782273292542e-02,4.248448461294174194e-02,7.265383016802281491e-01,-4.385196201119395676e-02,6.916805989989033288e-01,6.953628290708432358e-01,7.309700191761289156e-01,7.045331328680048966e-01,2.605661182024154865e-01,7.176092069472227442e-01,5.946362432071857773e-01,1.502311185911209823e-01,6.065480537185070631e-01
